GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0032755,positive regulation of interleukin-6 production,35,21,7.33,5.3e-07,0.0063
GO:0032481,positive regulation of type I interferon production,33,16,6.91,2.6e-05,0.1111
GO:0060907,positive regulation of macrophage cytokine production,11,9,2.3,2.8e-05,0.1111
GO:0007616,long-term memory,8,7,1.68,0.00011,0.3273
GO:2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,5,5,1.05,0.00040,0.9521
GO:0032722,positive regulation of chemokine production,24,17,5.03,0.00052,1
GO:0006954,inflammatory response,195,72,40.84,0.00065,1
GO:0032760,positive regulation of tumor necrosis factor production,29,14,6.07,0.00093,1
GO:0009636,response to toxic substance,36,13,7.54,0.00110,1
GO:0045071,negative regulation of viral genome replication,14,8,2.93,0.00115,1
GO:0007165,signal transduction,1751,414,366.7,0.00120,1
GO:0050729,positive regulation of inflammatory response,41,20,8.59,0.00131,1
GO:1900016,negative regulation of cytokine production involved in inflammatory response,8,6,1.68,0.00158,1
GO:0006955,immune response,434,152,90.89,0.00161,1
GO:0034154,toll-like receptor 7 signaling pathway,6,5,1.26,0.00191,1
GO:0042450,arginine biosynthetic process via ornithine,4,4,0.84,0.00192,1
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,13,9,2.72,0.00257,1
GO:0006952,defense response,434,147,90.89,0.00315,1
GO:2000042,negative regulation of double-strand break repair via homologous recombination,14,8,2.93,0.00323,1
GO:0006508,proteolysis,739,136,154.76,0.00432,1
GO:0051607,defense response to virus,91,32,19.06,0.00458,1
GO:0002250,adaptive immune response,116,46,24.29,0.00473,1
GO:0051092,positive regulation of NF-kappaB transcription factor activity,69,24,14.45,0.00526,1
GO:0048660,regulation of smooth muscle cell proliferation,30,11,6.28,0.00795,1
GO:0007252,I-kappaB phosphorylation,9,6,1.88,0.00796,1
GO:1990573,potassium ion import across plasma membrane,8,5,1.68,0.00798,1
GO:0071380,cellular response to prostaglandin E stimulus,5,4,1.05,0.00798,1
GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,5,4,1.05,0.00798,1
GO:0032287,peripheral nervous system myelin maintenance,5,4,1.05,0.00798,1
GO:0006189,'de novo' IMP biosynthetic process,5,4,1.05,0.00798,1
GO:0002230,positive regulation of defense response to virus by host,10,6,2.09,0.00803,1
GO:0042742,defense response to bacterium,54,20,11.31,0.00836,1
GO:0009653,anatomical structure morphogenesis,773,180,161.88,0.00883,1
GO:0006805,xenobiotic metabolic process,19,10,3.98,0.00899,1
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,13,7,2.72,0.00905,1
GO:0070723,response to cholesterol,4,4,0.84,0.00915,1
GO:0002322,B cell proliferation involved in immune response,3,3,0.63,0.00917,1
GO:0070106,interleukin-27-mediated signaling pathway,3,3,0.63,0.00917,1
GO:0002906,negative regulation of mature B cell apoptotic process,3,3,0.63,0.00917,1
GO:0042262,DNA protection,3,3,0.63,0.00917,1
GO:0006002,fructose 6-phosphate metabolic process,3,3,0.63,0.00917,1
GO:0032693,negative regulation of interleukin-10 production,3,3,0.63,0.00917,1
GO:0010909,positive regulation of heparan sulfate proteoglycan biosynthetic process,3,3,0.63,0.00917,1
GO:0072734,cellular response to staurosporine,3,3,0.63,0.00917,1
GO:0006154,adenosine catabolic process,3,3,0.63,0.00917,1
GO:0070059,intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress,36,12,7.54,0.00927,1
GO:0045087,innate immune response,173,56,36.23,0.00949,1
GO:0007229,integrin-mediated signaling pathway,40,15,8.38,0.01045,1
GO:0030889,negative regulation of B cell proliferation,8,5,1.68,0.01269,1
GO:0008542,visual learning,17,8,3.56,0.01434,1
