GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0006954,inflammatory response,195,63,24.38,7.3e-07,0.0087
GO:1902895,positive regulation of pri-miRNA transcription by RNA polymerase II,19,11,2.38,3.2e-06,0.019
GO:0006952,defense response,434,103,54.27,9.2e-06,0.0365
GO:0045087,innate immune response,173,36,21.63,3.0e-05,0.0893
GO:0060907,positive regulation of macrophage cytokine production,11,7,1.38,9.8e-05,0.1944
GO:1904707,positive regulation of vascular associated smooth muscle cell proliferation,11,7,1.38,9.8e-05,0.1944
GO:0032755,positive regulation of interleukin-6 production,35,13,4.38,0.00017,0.2856
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,6,1.13,0.00023,0.2856
GO:0034144,negative regulation of toll-like receptor 4 signaling pathway,4,4,0.5,0.00024,0.2856
GO:0042450,arginine biosynthetic process via ornithine,4,4,0.5,0.00024,0.2856
GO:0002755,MyD88-dependent toll-like receptor signaling pathway,13,7,1.63,0.00040,0.4328
GO:0003151,outflow tract morphogenesis,20,11,2.5,0.00049,0.4577
GO:0071526,semaphorin-plexin signaling pathway,12,8,1.5,0.00050,0.4577
GO:0006631,fatty acid metabolic process,118,18,14.75,0.00100,0.8401
GO:1900273,positive regulation of long-term synaptic potentiation,5,4,0.63,0.00109,0.8401
GO:0050873,brown fat cell differentiation,26,10,3.25,0.00119,0.8401
GO:0032722,positive regulation of chemokine production,24,9,3,0.00120,0.8401
GO:0009617,response to bacterium,159,42,19.88,0.00133,0.8794
GO:0071356,cellular response to tumor necrosis factor,69,16,8.63,0.00155,0.9283
GO:0002250,adaptive immune response,116,26,14.5,0.00170,0.9283
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,26,9,3.25,0.00182,0.9283
GO:0050885,neuromuscular process controlling balance,16,7,2,0.00192,0.9283
GO:0072112,glomerular visceral epithelial cell differentiation,6,5,0.75,0.00194,0.9283
GO:0014850,response to muscle activity,3,3,0.38,0.00195,0.9283
GO:0042262,DNA protection,3,3,0.38,0.00195,0.9283
GO:1901224,positive regulation of NIK/NF-kappaB signaling,25,9,3.13,0.00226,1
GO:0050729,positive regulation of inflammatory response,41,14,5.13,0.00247,1
GO:0001889,liver development,33,13,4.13,0.00256,1
GO:0060395,SMAD protein signal transduction,24,8,3,0.00294,1
GO:0042531,positive regulation of tyrosine phosphorylation of STAT protein,13,6,1.63,0.00295,1
GO:0050861,positive regulation of B cell receptor signaling pathway,6,4,0.75,0.00296,1
GO:0007229,integrin-mediated signaling pathway,40,13,5,0.00335,1
GO:0006955,immune response,434,101,54.27,0.00359,1
GO:0051092,positive regulation of NF-kappaB transcription factor activity,69,17,8.63,0.00405,1
GO:0001947,heart looping,18,7,2.25,0.00426,1
GO:0007623,circadian rhythm,75,15,9.38,0.00459,1
GO:0045669,positive regulation of osteoblast differentiation,23,8,2.88,0.00504,1
GO:0090630,activation of GTPase activity,19,7,2.38,0.00602,1
GO:0045780,positive regulation of bone resorption,7,4,0.88,0.00622,1
GO:0010718,positive regulation of epithelial to mesenchymal transition,20,9,2.5,0.00681,1
GO:0002548,monocyte chemotaxis,13,6,1.63,0.00702,1
GO:0034405,response to fluid shear stress,13,6,1.63,0.00702,1
GO:0007044,cell-substrate junction assembly,32,8,4,0.00703,1
GO:0001774,microglial cell activation,8,5,1,0.00703,1
GO:0030502,negative regulation of bone mineralization,5,4,0.63,0.00705,1
GO:0032836,glomerular basement membrane development,5,4,0.63,0.00705,1
GO:0002576,platelet degranulation,6,4,0.75,0.00705,1
GO:0034154,toll-like receptor 7 signaling pathway,6,4,0.75,0.00705,1
GO:0002467,germinal center formation,8,4,1,0.00705,1
GO:0001953,negative regulation of cell-matrix adhesion,9,4,1.13,0.00706,1
