GO.ID,Term,Annotated,Significant,Expected,weightFisher,p.adj_up
GO:0051754,meiotic sister chromatid cohesion; centromeric,4,3,0.09,4.5e-05,0.2682
GO:0044205,'de novo' UMP biosynthetic process,4,3,0.09,4.5e-05,0.2682
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,7,3,0.16,0.00037,1
GO:0070098,chemokine-mediated signaling pathway,12,4,0.27,0.00057,1
GO:0006541,glutamine metabolic process,8,3,0.18,0.00058,1
GO:0070106,interleukin-27-mediated signaling pathway,3,2,0.07,0.00150,1
GO:0045087,innate immune response,170,12,3.84,0.00150,1
GO:0051591,response to cAMP,18,3,0.41,0.00293,1
GO:0016554,cytidine to uridine editing,4,2,0.09,0.00295,1
GO:0045071,negative regulation of viral genome replication,14,3,0.32,0.00343,1
GO:0006954,inflammatory response,196,9,4.43,0.00358,1
GO:0051607,defense response to virus,91,8,2.06,0.00372,1
GO:0007186,G protein-coupled receptor signaling pathway,222,13,5.02,0.00675,1
GO:0010226,response to lithium ion,6,2,0.14,0.00717,1
GO:0042981,regulation of apoptotic process,519,12,11.73,0.00851,1
GO:0071897,DNA biosynthetic process,129,7,2.91,0.01397,1
GO:0014898,cardiac muscle hypertrophy in response to stress,9,2,0.2,0.01645,1
GO:0045471,response to ethanol,9,2,0.2,0.01645,1
GO:0045429,positive regulation of nitric oxide biosynthetic process,9,2,0.2,0.01645,1
GO:0140374,antiviral innate immune response,9,2,0.2,0.01645,1
GO:0048731,system development,1383,29,31.25,0.01747,1
GO:0009653,anatomical structure morphogenesis,771,11,17.42,0.01837,1
GO:1902305,regulation of sodium ion transmembrane transport,14,2,0.32,0.02249,1
GO:0060054,positive regulation of epithelial cell proliferation involved in wound healing,1,1,0.02,0.02259,1
GO:0016338,calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules,1,1,0.02,0.02259,1
GO:0031448,positive regulation of fast-twitch skeletal muscle fiber contraction,1,1,0.02,0.02259,1
GO:1905505,positive regulation of motile cilium assembly,1,1,0.02,0.02259,1
GO:0043163,cell envelope organization,1,1,0.02,0.02259,1
GO:0043157,response to cation stress,1,1,0.02,0.02259,1
GO:1905662,negative regulation of telomerase RNA reverse transcriptase activity,1,1,0.02,0.02259,1
GO:1903408,positive regulation of sodium:potassium-exchanging ATPase activity,1,1,0.02,0.02259,1
GO:1990798,pancreas regeneration,1,1,0.02,0.02259,1
GO:0035995,detection of muscle stretch,1,1,0.02,0.02259,1
GO:2000266,regulation of blood coagulation; intrinsic pathway,1,1,0.02,0.02259,1
GO:1990036,calcium ion import into sarcoplasmic reticulum,1,1,0.02,0.02259,1
GO:0035902,response to immobilization stress,1,1,0.02,0.02259,1
GO:0003117,regulation of vasoconstriction by circulating norepinephrine,1,1,0.02,0.02259,1
GO:0050957,equilibrioception,1,1,0.02,0.02259,1
GO:0033591,response to L-ascorbic acid,1,1,0.02,0.02259,1
GO:0051664,nuclear pore localization,1,1,0.02,0.02259,1
GO:0000053,argininosuccinate metabolic process,1,1,0.02,0.02259,1
GO:0048769,sarcomerogenesis,1,1,0.02,0.02259,1
GO:0032571,response to vitamin K,1,1,0.02,0.02259,1
GO:0019230,proprioception,1,1,0.02,0.02259,1
GO:0071641,negative regulation of macrophage inflammatory protein 1 alpha production,1,1,0.02,0.02259,1
GO:0071644,negative regulation of chemokine (C-C motif) ligand 4 production,1,1,0.02,0.02259,1
GO:0036076,ligamentous ossification,1,1,0.02,0.02259,1
GO:2000538,positive regulation of B cell chemotaxis,1,1,0.02,0.02259,1
GO:0003062,regulation of heart rate by chemical signal,1,1,0.02,0.02259,1
GO:0051968,positive regulation of synaptic transmission; glutamatergic,1,1,0.02,0.02259,1
